ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1350	2,1,0,2	0,1,0,0	1,0,0,2	0,0,0,0	298	149	0.999202115572178	0.999202115572178	1.0,0.333,NA,1.0	1.0,NA,NA,1.0	-0.222
1352	86,87,58,65	23,29,31,32	100,134,105,105	28,35,48,30	297	149	0.133534036867977	0.560656473814779	0.652,0.601,0.484,0.505	0.642,0.658,0.523,0.637	-0.054
1353	0,2,3,4	1,0,0,0	3,3,1,0	0,0,0,0	298	149	0.347435300657207	0.742517921959501	0.0,1.0,1.0,1.0	1.0,1.0,1.0,NA	-0.25
1364	18,18,14,12	0,0,0,1	21,8,9,3	0,0,0,0	298	149	0.373046992538246	0.753527259077941	1.0,1.0,1.0,0.857	1.0,1.0,1.0,1.0	-0.036
1366	96,113,69,98	0,0,0,0	106,118,94,112	2,0,0,3	298	149	0.0165872412489106	0.315164920468928	1.0,1.0,1.0,1.0	0.964,1.0,1.0,0.949	0.022
1367	104,132,82,104	167,139,176,190	132,148,98,110	167,156,190,153	298	149	0.0794355141124441	0.485556155799907	0.237,0.322,0.189,0.215	0.283,0.322,0.205,0.264	-0.028
1369	0,1,0,0	0,0,0,0	0,0,1,0	2,0,0,0	298	149	NA	NA	NA,1.0,NA,NA	0.0,NA,1.0,NA	0.5
1371	9,3,7,8	3,0,0,4	2,7,3,8	1,0,0,1	247	149	0.351017285353998	0.742521451272999	0.644,1.0,1.0,0.547	0.547,1.0,1.0,0.828	-0.046
1373	22,38,13,6	4,4,0,1	17,9,4,11	0,2,2,1	235	149	0.999202115572178	0.999202115572178	0.777,0.858,1.0,0.792	1.0,0.74,0.559,0.875	0.063
1374	41,56,29,28	18,26,15,10	39,33,41,18	20,25,15,24	298	149	0.165670871290216	0.598099925166374	0.532,0.519,0.492,0.583	0.494,0.398,0.577,0.273	0.096
1375	43,63,49,48	0,3,5,2	47,44,41,30	1,6,2,3	298	149	0.413786797473105	0.769721647541898	1.0,0.913,0.831,0.923	0.959,0.786,0.911,0.833	0.044
1378	21,37,20,25	76,77,94,73	31,22,25,30	76,74,99,82	298	149	0.884171133847938	0.999202115572178	0.121,0.194,0.096,0.146	0.169,0.129,0.112,0.155	-0.002
1380	68,61,40,52	15,14,15,14	57,64,47,45	10,11,12,25	298	149	0.999202115572178	0.999202115572178	0.694,0.685,0.571,0.65	0.74,0.744,0.662,0.474	-0.005
