ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16084	36,37,26,23	1,0,0,0	24,19,20,28	0,0,0,0	78	39
16085	0,0,0,3	23,15,12,9	2,2,2,1	7,11,13,15	78	39
16086	30,44,18,18	1,0,0,0	29,34,30,25	0,0,0,0	78	39
16087	30,42,15,15	4,3,1,1	28,30,28,24	1,2,0,1	78	39
16088	0,7,3,3	36,37,26,20	6,4,2,1	23,17,18,27	78	39
16089	40,33,38,35	23,15,12,9	37,35,34,52	7,11,13,15	78	39
16090	75,70,64,55	0,0,0,0	60,52,52,79	1,0,0,0	78	39
16091	283,257,230,246	4,0,4,5	280,231,285,282	3,2,7,3	78	39
16092	75,59,65,52	0,0,0,0	60,63,43,50	0,0,0,1	78	39
16093	244,223,193,215	0,0,1,1	204,182,175,187	0,0,0,0	78	39
16094	202,215,170,190	0,0,0,1	177,171,185,177	0,0,0,0	78	39
16095	144,135,143,133	1,0,0,0	176,163,179,189	0,0,1,0	78	39
16096	100,87,88,85	0,0,1,0	112,101,111,125	2,0,0,0	78	39
16097	95,77,81,77	0,0,1,0	104,90,108,106	2,0,0,0	78	39
16100	0,2,3,1	37,24,27,26	1,3,3,7	13,9,21,24	78	39
16101	0,0,1,3	16,16,17,20	0,1,0,2	8,33,15,26	78	39
16102	0,0,3,0	37,24,27,26	0,3,3,4	13,9,21,24	78	39
16103	0,0,1,2	16,16,17,20	0,1,0,0	8,33,15,26	78	39
16104	43,31,36,35	16,16,17,20	21,14,24,31	8,33,15,26	78	39
16105	6,11,11,9	0,0,0,2	10,8,8,13	0,0,0,0	78	39
16106	0,1,2,0	28,22,33,24	2,1,3,1	23,13,18,24	78	39
16107	71,95,86,78	1,1,5,0	114,87,82,115	0,0,0,0	78	39
16111	56,66,41,62	0,0,1,0	52,47,68,37	0,0,0,0	78	39
16112	43,34,27,34	0,0,0,0	45,37,37,28	0,0,1,0	78	39
16113	30,37,16,33	18,17,18,11	21,28,26,18	24,17,14,16	76	39
16114	172,198,182,170	0,0,1,0	140,134,137,137	1,1,1,0	78	39
16115	239,242,240,212	0,1,0,0	257,198,249,252	0,0,0,0	78	39
16116	174,163,169,162	0,1,0,0	141,143,141,156	3,0,0,0	78	39
16117	95,71,73,82	0,5,0,0	66,60,75,70	1,0,0,0	76	39
16118	939,1034,876,965	0,0,1,0	557,501,435,602	0,0,0,0	78	39
16119	176,174,153,150	0,0,0,0	138,134,164,142	0,1,1,0	78	39
16120	326,334,296,291	0,0,0,0	262,267,284,278	0,1,1,0	78	39
16121	299,295,274,293	0,1,1,0	231,238,247,276	0,0,0,0	78	39
16124	0,1,1,1	315,315,296,288	0,1,0,1	221,182,252,219	78	39
16125	68,57,53,69	0,0,0,1	31,47,54,57	0,0,0,1	78	39
16132	92,105,138,120	4,8,5,3	86,89,118,148	2,10,2,4	78	39
16133	2,0,4,0	2,0,0,0	1,2,2,1	0,0,3,0	78	39
16134	2,0,4,0	37,26,60,39	1,4,2,1	28,28,47,62	78	39
16135	0,0,1,0	0,0,0,0	0,3,0,1	0,3,0,1	78	39
16137	2,0,0,0	37,26,60,39	0,0,3,0	28,28,47,62	78	39
16140	33,22,18,45	0,0,0,2	24,33,41,37	0,0,0,0	78	39
16141	966,888,920,925	0,0,1,0	884,698,807,901	1,0,0,0	78	39
16142	0,0,0,0	0,0,5,2	0,1,1,3	0,0,0,0	78	39
16143	120,147,126,134	0,0,1,0	107,104,93,85	0,0,0,1	78	39
16144	79,108,98,103	0,0,0,1	69,74,48,67	1,0,0,0	75	39
16145	66,81,91,83	14,18,9,15	86,77,65,102	13,15,9,10	78	39
16146	146,155,145,157	1,5,5,2	137,133,111,161	2,1,5,2	78	39
16147	59,70,79,71	14,18,9,15	73,66,58,76	13,15,9,10	78	39
16148	58,71,79,71	1,5,5,2	73,66,58,76	2,1,5,2	78	39
16149	114,170,131,111	0,0,2,1	177,139,143,146	0,0,0,2	78	39
16150	181,275,252,196	0,0,0,0	299,232,261,237	0,0,1,0	78	39
16151	25,16,47,37	0,0,1,0	39,27,27,31	1,2,0,6	78	39
16152	3,8,5,11	0,0,0,1	8,11,12,11	0,0,0,0	78	39
16153	5,4,11,14	0,0,0,0	11,2,14,6	0,0,1,1	78	39
16154	14,20,21,35	0,0,1,0	36,27,23,30	1,0,1,0	78	39
16155	2,0,0,1	5,12,12,15	2,3,0,0	21,12,5,17	78	39
16159	39,33,29,38	0,0,1,0	39,47,41,51	0,0,0,0	78	39
16160	17,14,10,18	0,0,0,0	17,19,17,19	0,0,0,1	78	39
16161	85,66,77,60	0,0,1,0	103,93,88,86	0,0,0,0	78	39
16162	39,32,42,30	3,1,3,0	54,58,49,41	2,1,1,2	78	39
16163	17,28,20,29	3,1,3,0	26,24,28,21	2,1,1,2	78	39
16164	63,62,54,60	1,0,0,1	76,59,69,66	2,0,2,0	78	39
16165	71,83,63,65	0,0,0,0	108,86,113,102	1,0,0,0	78	39
16166	75,67,88,56	1,2,0,0	80,59,72,105	0,3,4,0	78	39
16168	124,136,80,135	0,0,0,0	116,118,140,119	0,0,1,0	78	39
