IncLevel1	IncLevel2	IncLevelDifference
0.394,0.446,0.296,0.401	0.302,0.305,0.285,0.411	0.059
0.791,0.877,0.761,0.719	0.621,0.633,0.766,0.907	0.055
0.381,0.436,0.296,0.405	0.302,0.265,0.303,0.374	0.069
0.863,0.485,0.557,1.0	1.0,1.0,1.0,0.334	-0.107
1.0,0.87,0.887,0.974	1.0,1.0,1.0,0.845	-0.028
0.871,0.729,0.907,0.834	0.85,0.892,0.855,0.718	0.007
0.0,0.286,0.555,0.118	0.0,0.0,0.0,0.319	0.16
0.0,0.105,0.384,0.238	0.0,0.484,0.0,0.135	0.027
0.032,0.059,0.033,0.048	0.036,0.037,0.0,0.044	0.014
0.252,0.178,0.186,0.207	0.169,0.169,0.221,0.215	0.012
0.0,0.025,0.0,0.012	0.025,0.028,0.005,0.012	-0.008
0.0,0.011,0.0,0.005	0.012,0.012,0.002,0.005	-0.004
0.48,0.497,0.439,0.45	0.427,0.48,0.445,0.458	0.014
0.411,0.376,0.327,0.25	0.32,0.26,0.264,0.347	0.043
0.941,0.977,0.924,0.959	0.962,0.937,0.972,0.975	-0.011
0.4,0.433,0.401,0.335	0.349,0.382,0.372,0.406	0.015
0.0,0.0,0.0,0.012	0.0,0.0,0.0,0.0	0.003
0.43,0.446,0.538,0.462	0.452,0.502,0.49,0.52	-0.022
0.495,0.473,0.52,0.549	0.501,0.471,0.479,0.486	0.025
0.466,0.433,0.366,0.338	0.411,0.376,0.443,0.467	-0.023
0.182,0.848,0.527,0.527	0.527,1.0,0.527,1.0	-0.243
0.586,0.576,0.435,0.482	0.501,0.674,0.57,0.664	-0.083
0.559,0.586,0.526,0.584	0.585,0.567,0.598,0.603	-0.024
0.762,0.587,0.516,0.299	0.616,0.348,0.4,0.0	0.2
0.587,0.53,0.633,0.456	0.481,0.456,0.704,0.55	0.004
0.07,0.034,0.091,0.053	0.098,0.105,0.059,0.082	-0.024
0.502,0.429,0.445,0.443	0.47,0.457,0.447,0.453	-0.002
0.671,0.539,0.345,0.5	0.534,0.45,0.803,0.603	-0.084
0.047,0.047,0.0,0.0	0.0,0.0,0.0,0.0	0.024
0.096,0.125,0.053,0.0	0.072,0.086,0.0,0.034	0.021
0.047,0.047,0.0,0.0	0.0,0.0,0.0,0.0	0.024
